X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-13613589.3942313,6093902.90181565,1728,2022/12/31 08:00:00+00,526,EAST OF MILEPOST 0.32: 44TH AVE W INTERSECTION,Bothways,526,,,3.6099999,0.879999995,0,11000,0.330000013,{7B8AE3DC-B1C5-4491-95B5-AA41B82C0773},2022
-13634991.9253966,6268820.20730246,1729,2022/12/31 08:00:00+00,539,"NORTH OF MILEPOST 12.54: BADGER RD, SR 546 INTERSECTION",Bothways,539,,,5.26999998,8.38000011,2.21000004,2000,12.5500002,{1DE5B89C-4EBB-46B8-8373-2156B4DA6E4D},2022
-13244367.4777386,5780396.68542575,1730,2022/12/31 08:00:00+00,730,AT MILEPOST 0.00: BEGIN ROUTE,Bothways,730,,,4.28999996,39.9099998,6.11000013,3400,0,{D1C9EFED-A4B2-403F-AD2C-A1C81EF3813B},2022
-13659653.8091151,6046544.74823416,1731,2022/12/31 08:00:00+00,003P104320,"P1 RAMP (SR 3 NB TO NEWBERRY HILL)  AFTER MILEPOST 0.00: SR 3 NB INTERSECTION; BEGIN ROUTE",Northeast,003,P1,04320,,,,7000,0.300000012,{D83AFBC9-7C52-42D5-B6E5-A6ECFE923462},2022
-13679969.6233483,5851215.78146357,1732,2022/12/31 08:00:00+00,005R106122,"R1 RAMP (SR 5 SB TO SR 506)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Southwest,005,R1,06122,6.90999985,25.2000008,4.88000011,250,0.25,{A001EA51-50E1-4A71-ABCC-625237A93914},2022
-13784212.6036027,5937400.09576732,1733,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 84.37: W MARKET ST INTERSECTION,Northwest,101,,,,,,10000,84.1100006,{B4009FE2-D40E-467C-93BE-F8BBE78160E4},2022
-13237447.6936497,5789418.95813129,1734,2022/12/31 08:00:00+00,730SPWALULA,"EAST OF MILEPOST 5.82: SR 730 INTERSECTION; BEGIN ROUTE",Bothways,730,SP,WALULA,5.92000008,11.7700005,15.5799999,1500,0.00999999978,{491B6833-35DD-43EE-9925-24A3F31812ED},2022
-13616999.9321314,6007113.75996798,1735,2022/12/31 08:00:00+00,516,"EAST OF MILEPOST 0.01: 8TH AVE S, MARINE VIEW DR INTERSECTION",Bothways,516,,,1.53999996,1.14999998,0.109999999,11000,0.0199999996,{A2A77C79-F600-4DFC-901D-CD51820CCFE4},2022
-13594655.2761895,6036385.16041436,1736,2022/12/31 08:00:00+00,090,SOUTHEAST OF MILEPOST 12.40: WBCD LANE OFF RAMP,Bothways,090,,,,,,114000,10.4700003,{C07C7308-A789-4218-B6C3-E2C66E1A7075},2022
-13608012.3606023,6003994.15931783,1737,2022/12/31 08:00:00+00,516,"EAST OF MILEPOST 4.72: SR 167 OFF RAMP; SR 167 ON RAMP",Bothways,516,,,4.5,1.39999998,0.00999999978,25000,5,{7A5189B2-453E-4D3C-A7BA-D6993D7D105E},2022
-13682168.0066403,5942936.87164457,1738,2022/12/31 08:00:00+00,005,NORTHWEST OF MILEPOST 103.17: TROSPER RD ON RAMP,Bothways,005,,,,,,104000,103.25,{1BFB1D3D-CCDD-43F8-B1CA-C372B983574C},2022
-13276830.1180814,5811104.4893384,1739,2022/12/31 08:00:00+00,082P510893,"P5 RAMP (SR 82 EB TO BADGER RD)  AFTER MILEPOST 0.00: SR 82 EB INTERSECTION; BEGIN ROUTE",West,082,P5,10893,4.38999987,2.58999991,0.209999993,1900,0.300000012,{9A72AD8F-341E-43A5-B74D-8AD34FF3EC6A},2022
-13650769.2802062,6034769.03333242,1740,2022/12/31 08:00:00+00,304,"SOUTH OF MILEPOST 2.91: BURWELL ST, PACIFIC AVE INTERSECTION",South,304,,,,,,4500,2.91000009,{2123B934-991F-4C85-B693-12AFBBC9345D},2022
-13077562.5577232,6059670.66451983,1741,2022/12/31 08:00:00+00,291,NORTHWEST OF MILEPOST 3.10: NINE MILE RD WYE CONNECTION,Bothways,291,,,,,,17000,3.1099999,{02DA207A-5D48-410C-A558-7D5F75751355},2022
-13616194.4168194,6027413.13167129,1742,2022/12/31 08:00:00+00,099P502486,"P5 RAMP (CI02453 TO 14TH AVE WB)  AFTER MILEPOST 0.00: CI02453-NBCD LANE INTERSECTION; BEGIN ROUTE",Southwest,099,P5,02486,,,,2200,0.100000001,{E284F590-8DFD-440B-8322-CBA74ECFBC3E},2022
-13666174.6043234,5952543.97521363,1743,2022/12/31 08:00:00+00,005LX11194,"LATERAL CROSSING (MARVIN RD)  SOUTH OF MILEPOST 0.07: S111055 OFF RAMP; R111225 ON RAMP",Bothways,005,LX,11194,3.43000007,2.26999998,0.140000001,33000,0.0799999982,{9C8D7624-51F4-42F1-BCD0-E463C22ED307},2022
-13665859.785946,5952409.21502006,1744,2022/12/31 08:00:00+00,005Q111247,Q1 RAMP (SR 510 TO SR 5 NB)  AFTER MILEPOST 0.03: SR 510 WYE CONNECTION,East,005,Q1,11247,,,,7100,0.129999995,{E11DA505-23F6-40AE-AF10-451246929378},2022
-13181331.6013496,5954150.02524807,1745,2022/12/31 08:00:00+00,395,AT MILEPOST 93.01: PERMANENT RECORDER P7CS,Bothways,395,,,5.19000006,21.0400009,2.78999996,9400,99.5699997,{6978004F-6C6D-400E-A0F2-8925B347EE82},2022
-13601545.4881296,6123528.46381663,1746,2022/12/31 08:00:00+00,005,AT MILEPOST 202.47: 116TH ST NE UNDERCROSSING,Bothways,005,,,,,,99000,202.440002,{4B7E636A-568E-4EE9-B9EC-C3ACD2F32A65},2022
-13280904.1340111,5827529.45848901,1747,2022/12/31 08:00:00+00,240,NORTHEAST OF MILEPOST 31.99: VAN GIESEN ST WYE CONNECTION,Bothways,240,,,,,,30000,30.2099991,{D7E4F358-CA48-472F-A861-325369D68EBB},2022
-13604885.3401063,6085983.84718,1748,2022/12/31 08:00:00+00,527,"NORTHWEST OF MILEPOST 8.37: 136TH ST SE, DUMAS RD INTERSECTION",Bothways,527,,,3.17000008,0.25,0,21000,5.75,{96C07ED4-5E54-40CB-9616-F0ECD89A6035},2022
-13393381.1654329,5839461.48519009,1749,2022/12/31 08:00:00+00,022,SOUTHEAST OF MILEPOST 4.29: CASEY RD INTERSECTION,Bothways,022,,,3.04999995,10,1.01999998,5100,3.61999989,{AEB2E59C-ACC4-45FC-9397-EDB81AE766F4},2022
-13646500.2842707,5959271.43094581,1750,2022/12/31 08:00:00+00,005S512095,"S5 RAMP (41ST DIV DR TO CD12139)  AFTER MILEPOST 0.00: LX12087-41ST DIVISION DR INTERSECTION; BEGIN ROUTE",Northeast,005,S5,12095,,,,2600,0.0500000007,{C6D55194-6C68-46D2-BB2D-C6A9C525925F},2022
-13416971.4947612,5937347.25672972,1751,2022/12/31 08:00:00+00,090,WEST OF MILEPOST 110.11: SR 82 ON RAMP,Bothways,090,,,,,,31000,108.379997,{8E913B97-64DF-4160-B497-DF788FF0111C},2022
-13646374.304346,5931164.01343218,1752,2022/12/31 08:00:00+00,507,EAST OF MILEPOST 29.35: EXIT TO NE 106TH AVE,Bothways,507,,,,,,15000,29.6800003,{CBA63D8F-7BD8-4A72-A996-B4B562129ED1},2022
-13655770.5156867,6033637.39810305,1753,2022/12/31 08:00:00+00,003,AT MILEPOST 37.31: W WERNER RD UNDERCROSSING,Bothways,003,,,,,,44000,37.2599983,{373A0F3C-F17F-45EE-9BD7-B7179E470E07},2022
-13093149.8932084,6116215.59627207,1754,2022/12/31 08:00:00+00,395,AT MILEPOST 190.29: PERMANENT RECORDER R063,Bothways,395,,,5.0999999,3.19000006,0.319999993,9800,195.050003,{98C862B6-4706-459D-9CDB-8B2223483355},2022
-13339074.6420634,5759491.60606705,1755,2022/12/31 08:00:00+00,014,EAST OF MILEPOST 155.00: SONOVA RD INTERSECTION,Bothways,014,,,6.98999977,37.5299988,3.70000005,1400,154.899994,{E0493203-843C-42C9-B2E5-F72F248746CB},2022
-13689433.2874639,5889399.80822662,1756,2022/12/31 08:00:00+00,005Q107950,Q1 RAMP (CHAMBER WAY TO SR 5 NB)  AFTER MILEPOST 0.01: LX07908 WYE CONNECTION,North,005,Q1,07950,,,,5200,0.0900000036,{2A6169B6-DF7E-4294-ABAC-79788CCFFFA2},2022
-13578885.2328945,5902545.77815865,1757,2022/12/31 08:00:00+00,706,EAST OF MILEPOST 10.18: KERNAHAN RD E INTERSECTION,Bothways,706,,,3.42000008,0.629999995,0,2200,10.1899996,{FDFA6A69-EACD-467A-96BA-0106B8565BC1},2022
-13266665.1004062,5905374.55732429,1758,2022/12/31 08:00:00+00,024,AT MILEPOST 76.92: POTHOLES CANAL BRIDGE,Bothways,024,,,3.70000005,5.0999999,3.13000011,5500,76.6900024,{5FDF41C4-37BD-4602-B25F-02963EF30E24},2022
-13679617.0039193,5874239.30732181,1759,2022/12/31 08:00:00+00,005P107067,"P1 RAMP (SR 5 NB TO SR 508)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,07067,9.39000034,13.1099997,0.449999988,670,0.270000011,{89E61E7A-6465-47D7-B3E4-0B70D408E2FF},2022
-13672833.7212263,5777463.84997033,1760,2022/12/31 08:00:00+00,005Q102822,"Q1 RAMP (TODD RD TO SR 5 NB)  AFTER MILEPOST 0.00: LX02770-TODD RD INTERSECTION; BEGIN ROUTE",Northwest,005,Q1,02822,8.80000019,9.46000004,0.460000008,1500,0.100000001,{5E637206-FB61-450C-A13C-671654679181},2022
-13287648.811926,6043767.38558501,1761,2022/12/31 08:00:00+00,002,WEST OF MILEPOST 187.40: SR 17 INTERSECTION,Bothways,002,,,7.0999999,5.63000011,2.95000005,750,179.339996,{1612B0D7-E9FA-49CA-B50C-3B319D972060},2022
-13077597.1866535,6046052.07029592,1762,2022/12/31 08:00:00+00,090P527776,"P5 RAMP (SR 90 EB TO SR 2 WB)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",West,090,P5,27776,3.29999995,5.05000019,1.75,520,0.25999999,{120BA27C-ACCC-43B4-8AC6-3FDE05D0FF0F},2022
-13775222.9156158,5937790.11146861,1763,2022/12/31 08:00:00+00,012,NORTHWEST OF MILEPOST 3.49: CENTRAL PARK DR INTERSECTION,Bothways,012,,,,,,23000,3.48000002,{EC0B9640-23ED-41D4-9C58-DA6C8C50F2C9},2022
-13309083.6909796,5959046.33194416,1764,2022/12/31 08:00:00+00,090,AT MILEPOST 164.59: DODSON RD UNDERCROSSING,Bothways,090,,,,,,15000,162.869995,{6EE60CF3-4C00-49BE-9206-3673D16BA5E8},2022
-13044599.5897123,5897949.87095951,1765,2022/12/31 08:00:00+00,270,EAST OF MILEPOST 2.43: HIGH ST INTERSECTION,East,270,,,,,,6200,2.44000006,{DF03EC59-210C-48C2-BA4D-412FF752A724},2022
-13073264.0797902,6044558.082084,1766,2022/12/31 08:00:00+00,195,NORTHWEST OF MILEPOST 94.29: CHENEY-SPOKANE RD ON RAMP,Bothways,195,,,,,,21000,91.6800003,{FE6B5FDD-E1FC-417C-96E4-697DFDA53884},2022
-13629315.8088988,5967858.17340728,1767,2022/12/31 08:00:00+00,007,"SOUTH OF MILEPOST 52.52: SR 512 OFF RAMP; SR 512 ON RAMP",Bothways,007,,,,,,41000,52.4900017,{AB70BACF-6A7F-407D-B9B5-6F015FCE0808},2022
-13653327.3450528,6025439.56865532,1768,2022/12/31 08:00:00+00,016,NORTH OF MILEPOST 25.65: SR 160(SEDGWICK RD) ON RAMP,Bothways,016,,,3.29999995,1.98000002,0.140000001,53000,23.5799999,{E637C3B1-DABD-4C2F-B5B1-977C78990620},2022
-13620876.2097068,6259512.09332936,1769,2022/12/31 08:00:00+00,544,NORTHWEST OF MILEPOST 6.80: ROBINSON ST INTERSECTION,Bothways,544,,,,,,8500,6.73999977,{92C66CDE-CBEA-4E8E-B6B1-039F15D956FA},2022
-13635084.2054184,6242332.13938872,1770,2022/12/31 08:00:00+00,539,NORTH OF MILEPOST 1.73: HORTON RD INTERSECTION,Bothways,539,,,2.08999991,1.52999997,0.170000002,24000,1.74000001,{9C7431D2-44DE-4EA0-A317-BD811CAEC973},2022
-13646084.4865417,5718315.08984662,1771,2022/12/31 08:00:00+00,014R100454,"R1 RAMP (SR 14 WB TO LIESER RD)  AFTER MILEPOST 0.00: SR 14 WB INTERSECTION; BEGIN ROUTE",Northwest,014,R1,00454,2.86999989,0.519999981,0.0299999993,3600,0.159999996,{E771262E-1D5B-4097-A68E-F293443F932C},2022
-13424531.4535139,6033539.17989964,1772,2022/12/31 08:00:00+00,002Q210475,"Q2 RAMP (SR 97 NB TO Q110475)  AFTER MILEPOST 0.00: SR 97 NB INTERSECTION; BEGIN ROUTE",Northeast,002,Q2,10475,,,,2400,0.0399999991,{FDFF10BA-0EC8-4685-9F13-E1037D3CDD28},2022
-13632203.2689514,5979977.23076023,1773,2022/12/31 08:00:00+00,005R113289,"R1 RAMP (SR 5 SB TO SR 16 WB)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Northwest,005,R1,13289,,,,39000,0.479999989,{54221C6E-4D5B-4437-9E73-19BDA9013D67},2022
-13179520.1156275,5960544.95380103,1774,2022/12/31 08:00:00+00,090S222013,"S2 RAMP (1ST AVE TO S122013)  AFTER MILEPOST 0.00: LX22049-1ST AVE INTERSECTION; BEGIN ROUTE",West,090,S2,22013,10.5299997,15.79,5.26000023,20,0.0199999996,{59CEC370-EFEF-422B-9901-DFC890E632D3},2022
-13609674.181758,6021934.42608167,1775,2022/12/31 08:00:00+00,900,SOUTHEAST OF MILEPOST 7.74: S 129TH ST WYE CONNECTION,Bothways,900,,,,,,25000,1.82000005,{6E84E026-A41F-4A73-87A0-C8809993CD21},2022
-13600535.6655274,6036276.53776191,1776,2022/12/31 08:00:00+00,090Q101015,"Q1 RAMP (SR 405 NB TO SR 90 EB)  AFTER MILEPOST 0.00: SR 405 NB INTERSECTION; BEGIN ROUTE",Northeast,090,Q1,01015,,,,28000,0.0599999987,{33B2175B-6755-4EB2-995C-7ADD3AC90E26},2022
-13630851.7246725,5979683.86347082,1777,2022/12/31 08:00:00+00,005CI13172,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 1.04: Q113284 ON RAMP,East,005,CI,13172,,,,58000,1.20000005,{8324974E-3110-4DF9-964B-E2DC0F30A22E},2022
-13603898.1520123,6092889.38643501,1778,2022/12/31 08:00:00+00,005Q118957,"Q1 RAMP (SR 527 NB TO SR 5 NB)  AFTER MILEPOST 0.00: SR 527 WB INTERSECTION; BEGIN ROUTE",Northeast,005,Q1,18957,,,,6000,0.0700000003,{C7141762-92E3-4D1B-ACCB-A388A8FDA0E9},2022
-13515951.8772277,6012047.37997527,1779,2022/12/31 08:00:00+00,090,AT MILEPOST 52.24: SR 906 BRIDGE,Bothways,090,,,,,,34000,50.5800018,{7F6EAF1B-95F9-49C8-8D77-0877535C2A6A},2022
-13513794.0507228,6007117.1456239,1780,2022/12/31 08:00:00+00,090LX05469,LATERAL CROSSING (ROCKY RUN RD)  SOUTHWEST OF MILEPOST 0.03: S505443 WYE CONNECTION,Bothways,090,LX,05469,,,,610,0.0399999991,{3645E356-E88C-49F2-8F0A-005ED6818433},2022
-13611390.884151,6012729.88541646,1781,2022/12/31 08:00:00+00,005S115196,S1 RAMP (S 188TH ST TO SR 5 SB)  AFTER MILEPOST 0.02: LX15226 WYE CONNECTION,South,005,S1,15196,,,,10000,0.0799999982,{A81DAB23-EE8E-41EC-9BAE-0D623369B5C9},2022
-13151778.4599302,5803724.0960929,1782,2022/12/31 08:00:00+00,012,SOUTHEAST OF MILEPOST 348.49: MUD CREEK RD INTERSECTION,Bothways,012,,,6.8499999,6.21000004,1.17999995,3700,345.290009,{435F6643-E26B-472D-9279-DDB85FC91FCB},2022
-13689445.6481272,5894354.97817832,1783,2022/12/31 08:00:00+00,507,"AT MILEPOST 0.00B: SR 5 BRIDGE; BEGIN ROUTE",East,507,,,2.11999989,0.680000007,0.0500000007,7600,0,{9F6C5A25-79CA-40C8-83F2-5463018F8F0F},2022
-13489110.9927153,5980763.89703439,1784,2022/12/31 08:00:00+00,090P107132,"P1 RAMP (SR 90 EB TO E EASTON RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",Southeast,090,P1,07132,11.4499998,6.01999998,1.20000005,170,0.200000003,{001F4DA9-5561-4AA2-A635-C9F082011590},2022
-13488888.2383171,5980916.18225932,1785,2022/12/31 08:00:00+00,090S107128,"S1 RAMP (E EASTON RD TO SR 90 WB)  AFTER MILEPOST 0.00: LX07156-E EASTON RD INTERSECTION; BEGIN ROUTE",West,090,S1,07128,6.25,5.55999994,1.38999999,140,0.0700000003,{9DC4E3F2-EAD0-4581-8479-3E097AC924EA},2022
-13629350.408693,5981905.32272932,1786,2022/12/31 08:00:00+00,705,NORTH OF MILEPOST 0.72: PACIFIC AVE*15TH ST OFF RAMP,Bothways,705,,,,,,38000,0.730000019,{49F9B343-DD10-4D36-AFAC-8CDF3CC41377},2022
-13601514.0869694,6123762.45906805,1787,2022/12/31 08:00:00+00,005Q120287,Q1 RAMP (116TH ST NE TO SR 5 NB)  AFTER MILEPOST 0.03: LX20247 WYE CONNECTION,North,005,Q1,20287,,,,5200,0.109999999,{6F65AF4A-7175-4F52-80E0-0FA53EDC40B3},2022
-13579220.8535858,6058655.80540169,1788,2022/12/31 08:00:00+00,203,NORTH OF MILEPOST 12.62: NE 124TH ST ROUNDABOUT,Bothways,203,,,5.67000008,2.3900001,0.370000005,13000,12.6999998,{5D184952-FDEA-4E52-93C6-2B5932619254},2022
-13658094.6156142,6111429.82597175,1789,2022/12/31 08:00:00+00,116,SOUTHEAST OF MILEPOST 5.50: GARDEN CLUB RD INTERSECTION,Bothways,116,,,6.71000004,1.35000002,0,1600,5.48999977,{71AABEC0-38BA-47B9-A5CD-159DFC322BF0},2022
-13685977.5990683,5947506.24366151,1790,2022/12/31 08:00:00+00,101P136503,"P1 RAMP (SR 101 EB TO BLK LK BLVD)  AFTER MILEPOST 0.00: SR 101 EB INTERSECTION; BEGIN ROUTE",Southeast,101,P1,36503,,,,3500,0.280000001,{4E206C87-8236-477E-94A4-48B495035535},2022
-13618898.1514545,6179917.30764426,1791,2022/12/31 08:00:00+00,005Q122817,Q1 RAMP (SR 538 TO SR 5 NB)  AFTER MILEPOST 0.01: SR 538 WYE CONNECTION,North,005,Q1,22817,,,,9500,0.100000001,{970325FA-185E-4AC2-88FB-EB0C5CC7CF99},2022
-13606086.8399498,6094094.69157505,1792,2022/12/31 08:00:00+00,526R100373,"R1 RAMP (SR 526 WB TO EVERGRN WY)  AFTER MILEPOST 0.00: SR 526 WB INTERSECTION; BEGIN ROUTE",West,526,R1,00373,,,,16000,0.119999997,{48AD10E6-E9C3-4358-9C4E-6D5B987002E7},2022
-13685524.759633,5947179.7120757,1793,2022/12/31 08:00:00+00,101Q136591,Q1 RAMP (BLK LK BLVD TO SR 101 EB)  AFTER MILEPOST 0.03: LX36542 WYE CONNECTION,Southeast,101,Q1,36591,,,,15000,0.119999997,{74A4805C-B7D1-4C3C-A59F-07476FD1D759},2022
-13599882.0004064,6065854.33644981,1794,2022/12/31 08:00:00+00,202,"SOUTHEAST OF MILEPOST 0.56: 127TH PL NE, NE WOODINVILLE DR INTERSECTION",Bothways,202,,,,,,12000,0.569999993,{8216025B-0981-4A03-9A65-2C46BFEB10C9},2022
-13246156.5650726,5871663.24145678,1795,2022/12/31 08:00:00+00,395,AT MILEPOST 45.89: SR 17 UNDERCROSSING,Bothways,395,,,,,,11000,52.6500015,{17D0B696-AFCE-49E2-8A77-2E48889534CE},2022
-13781850.883486,5937214.56167982,1796,2022/12/31 08:00:00+00,105,"SOUTHEAST OF MILEPOST 48.76: SR 101 INTERSECTION; END ROUTE",Bothways,105,,,3.33999991,1.42999995,0.0299999993,16000,48.5600014,{5E269037-461F-4ED7-8E0B-21FC8149214F},2022
-13688142.7695454,5924911.37048545,1797,2022/12/31 08:00:00+00,005R509535,"R5 RAMP (SR 5 SB TO MAYTOWN RD SW)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",Northwest,005,R5,09535,3.55999994,3.05999994,0.400000006,3000,0.300000012,{F46ECE54-CA79-4C5D-BD6F-6251354AFD70},2022
-13653264.5411782,6074019.99197989,1798,2022/12/31 08:00:00+00,003,"NORTH OF MILEPOST 56.03: PIONEER WAY NW, TYTLER RD NE INTERSECTION",Bothways,003,,,,,,18000,55.8300018,{5569521D-2AB7-4799-AE87-90454BDFC48C},2022
-13675700.8915267,5783456.1937161,1799,2022/12/31 08:00:00+00,005R103100,"R1 RAMP (SR 5 SB TO OAK ST)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,03100,5.5,3.50999999,0.340000004,3300,0.300000012,{AF843860-99BC-4D6F-A999-C3720D009095},2022
-13064652.540478,5976712.49161459,1800,2022/12/31 08:00:00+00,195R106294,"R1 RAMP (SR 195 SB TO ROSALIA RD)  AFTER MILEPOST 0.00: SR 195 SB INTERSECTION; BEGIN ROUTE",Southwest,195,R1,06294,8.55000019,3.42000008,0.280000001,350,0.25,{C5E6F810-34CF-4B6E-BEB0-4CC6AAFF3897},2022
-13685389.1142785,5859404.39278826,1801,2022/12/31 08:00:00+00,505,"EAST OF MILEPOST 0.00: KERRON ST, KERRON ST (OLD SR 603) INTERSECTION; BEGIN ROUTE",Bothways,505,,,2.17000008,1.25999999,0.140000001,3500,0.00999999978,{1EF46F1B-913D-47B1-B83F-709FBB1A29EE},2022
-13587850.0755315,6146248.43410051,1802,2022/12/31 08:00:00+00,530,SOUTHEAST OF MILEPOST 25.52: JIM CREEK RD INTERSECTION,Bothways,530,,,5.26000023,3.42000008,1.14999998,7400,8.35999966,{F676FDDC-9BC7-4503-8D0F-24F95D4246DE},2022
-13609752.5494124,5975011.40728051,1803,2022/12/31 08:00:00+00,167R500712,"R5 RAMP (SR 167 SB TO SR 410)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE",Northeast,167,R5,00712,,,,15000,0.479999989,{5EEF9549-E7EE-4C02-B63F-F9ED82B9C1E5},2022
-13625804.2811717,5968027.31546522,1804,2022/12/31 08:00:00+00,512,AT MILEPOST 3.71: PORTLAND AVE UNDERCROSSING,Bothways,512,,,,,,76000,3.71000004,{2CB12D05-A893-4777-8C8A-CF6C72FF7BE2},2022
-13598506.8301809,6267577.56837689,1805,2022/12/31 08:00:00+00,547,SOUTH OF MILEPOST 3.24: LIMESTONE RD WYE CONNECTION,Bothways,547,,,5.40999985,1.08000004,0.460000008,1900,3.16000009,{C800097C-BD6F-48B3-92C8-D7C78C0EC385},2022
-13596596.460292,6062200.96896654,1806,2022/12/31 08:00:00+00,202,"SOUTHEAST OF MILEPOST 2.81: NE 144TH ST EB, VILLAGE RD EB ROUNDABOUT",Bothways,202,,,3.44000006,1.72000003,0.00999999978,17000,2.81999993,{23154910-9BCA-4B07-8929-72237EA0DC06},2022
-13615398.581033,6268706.85864251,1807,2022/12/31 08:00:00+00,009,"SOUTH OF MILEPOST 93.61: NOOKSACK RD, SR 546 INTERSECTION",Bothways,009,,,7.28000021,15.1300001,3.67000008,3700,93.1600037,{B763868F-A9A0-4B56-B80B-1A68736CA1DE},2022
-13396143.7602174,6018762.4268298,1808,2022/12/31 08:00:00+00,002Q511876,"Q5 RAMP (SR 2 EB TO SR 2 EB)  AFTER MILEPOST 0.00: SR 2/SR 97 SB INTERSECTION; BEGIN ROUTE",Southeast,002,Q5,11876,5.69999981,7.73999977,1.13999999,4800,0.0599999987,{5A1D4BFA-08CE-4309-B0DB-CE753821D9F2},2022
-13601880.4777721,6103897.86344653,1809,2022/12/31 08:00:00+00,005R119438,R1 RAMP (SR 5 SB TO SR 529 SPUR)  AFTER MILEPOST 0.24: R219438 OFF RAMP,Southwest,005,R1,19438,,,,3900,0.360000014,{3620364A-B4D9-4ACF-9E2C-24200DC286D9},2022
-13612286.4727109,5972982.15207314,1810,2022/12/31 08:00:00+00,512P101084,"P1 RAMP (SR 512 EB TO PIONEER AVE)  AFTER MILEPOST 0.00: SR 512 EB INTERSECTION; BEGIN ROUTE",North,512,P1,01084,,,,4500,0.230000004,{0BB8C06A-786C-4630-A214-13542134D22A},2022
-13682045.6714798,5945447.42352486,1811,2022/12/31 08:00:00+00,005S210373,"S2 RAMP (S110373 TO R110435)  AFTER MILEPOST 0.00: S110373 INTERSECTION; BEGIN ROUTE",Southeast,005,S2,10373,,,,4900,0.0399999991,{5FAF2D7F-B071-43EA-854F-53531C2FC653},2022
-13263360.1739268,5815359.94671178,1812,2022/12/31 08:00:00+00,240,NORTHWEST OF MILEPOST 42.76: SR 395 SB ON RAMP,Bothways,240,,,,,,43000,40.8899994,{335EDBA9-511F-40F4-AADA-D7846647540B},2022
-13040444.4793037,6144800.23467992,1813,2022/12/31 08:00:00+00,020,EAST OF MILEPOST 430.83: YERGENS RD INTERSECTION,Bothways,020,,,8.60000038,7.07000017,1.13999999,2000,430.059998,{C8E3685E-E55D-49D3-A0F7-ECFCBF1A980E},2022
-13040405.9397297,5896763.8756957,1814,2022/12/31 08:00:00+00,270,EAST OF MILEPOST 4.51: PVT RD INTERSECTION,Bothways,270,,,,,,15000,4.51999998,{06583F64-8B07-4325-A424-72EC4FC088F9},2022
-13576929.2036151,6083226.07948714,1815,2022/12/31 08:00:00+00,002,EAST OF MILEPOST 15.24: OLD OWEN RD WYE CONNECTION,Bothways,002,,,3.9000001,2.13000011,0.140000001,21000,15.3299999,{0A8B2052-B1B8-463F-B237-F06A57F010B2},2022
-13262270.4418336,5815137.76473453,1816,2022/12/31 08:00:00+00,395P201807,"P2 RAMP (P101807 TO LX01825)  AFTER MILEPOST 0.00: P101807 INTERSECTION; BEGIN ROUTE",Northeast,395,P2,01807,,,,2100,0.0700000003,{85A54AC7-C582-4624-82B8-2CF7AD774F83},2022
-13619582.1426673,6053116.36629188,1817,2022/12/31 08:00:00+00,099,SOUTH OF MILEPOST 36.45: W GREEN LAKE WAY N INTERSECTION,Bothways,099,,,,,,33000,30.0200005,{74980442-66F7-4C73-89F6-BB77989DB580},2022
-13271286.2862102,5911786.68697771,1818,2022/12/31 08:00:00+00,026,EAST OF MILEPOST 38.57: THACKER RD WYE CONNECTION,Bothways,026,,,4.30999994,11.0500002,3.16000009,5500,38.5800018,{9B531D77-0E79-4632-B8AE-09D36D2EBF78},2022
-13665156.579785,5768440.20700863,1819,2022/12/31 08:00:00+00,005S102215,"S1 RAMP (DIKE ACCESS RD TO SR 5)  AFTER MILEPOST 0.00: LX02272 ROUNDABOUT; BEGIN ROUTE",Southeast,005,S1,02215,5.5,4.32000017,0.589999974,3600,0.119999997,{57087E74-6D27-4E08-8E35-6CAC9114180F},2022
-13164900.166464,5794227.01575882,1820,2022/12/31 08:00:00+00,012Q134178,"Q1 RAMP (MILL CRK RD TO SR 12 EB)  AFTER MILEPOST 0.00: MILL CREEK RD INTERSECTION; BEGIN ROUTE",Northeast,012,Q1,34178,7.92000008,2.97000003,0,100,0.129999995,{41472759-89ED-47CD-99B4-702E5A414A6E},2022
-13458894.0936873,5972001.56229352,1821,2022/12/31 08:00:00+00,090LX08586,"LATERAL CROSSING (WHITE RD)  AT MILEPOST 0.00: BOTHWAYS MISCELLANEOUS FEATURE SR 90 OXING SPS-SR 970; BEGIN ROUTE",Bothways,090,LX,08586,4.73000002,13.1800003,1.03999996,2900,0,{0B573751-EA38-453E-9EFB-99E9022E7F27},2022
